USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
720533,99999,2.01202E+11,260,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,3,******,29.99,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,3,******,30,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,1,******,30.01,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,1,******,30.01,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,0,******,30.01,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,1,******,30.01,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,210,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,7,******,30.01,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,190,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,5,******,30.02,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,220,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,5,******,30.02,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,0,******,30.02,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,3,******,30.03,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,-2,******,30.03,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,310,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,-2,******,30.03,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,3,24,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,-2,******,30.03,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,1,******,30.03,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,220,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,5,******,30.04,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,3,******,30.04,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,160,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,3,******,30.04,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,190,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,25,5,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,210,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,1,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,0,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,9,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,1,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,3,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,3,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,15,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,3,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,13,18,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,3,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,3,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,28,3,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,27,5,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,170,3,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,27,5,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,8,17,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,3,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,190,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,7,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,170,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,7,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,160,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,5,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,210,13,22,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,1,******,30.07,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,17,31,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,1,******,30.07,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,10,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,3,******,30.09,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,14,23,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,1,******,30.09,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,17,34,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,3,******,30.1,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,21,28,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,3,******,30.11,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,21,26,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,3,******,30.12,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,18,26,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,3,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,15,26,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,34,3,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,23,30,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,34,3,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,18,33,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,34,3,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,18,30,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,36,3,******,30.14,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,25,32,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,36,5,******,30.14,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,19,29,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,36,5,******,30.14,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,15,24,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,37,5,******,30.14,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,21,31,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,37,7,******,30.14,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,17,24,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,39,5,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,11,22,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,41,7,******,30.12,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,320,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,41,5,******,30.11,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,9,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,41,5,******,30.1,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,41,5,******,30.1,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,14,17,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,43,5,******,30.09,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,9,18,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,43,5,******,30.08,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,3,17,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,9,******,30.08,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,5,******,30.08,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,7,******,30.07,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,360,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,5,******,30.07,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,10,16,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,3,******,30.08,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,310,11,23,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,9,******,30.07,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,330,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,7,******,30.07,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,300,9,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,43,14,******,30.08,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,320,14,17,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,39,16,******,30.09,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,320,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,36,16,******,30.09,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,340,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,34,16,******,30.1,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,340,10,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,18,******,30.1,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,320,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,18,******,30.12,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,330,10,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,18,******,30.12,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,340,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,18,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,310,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,18,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,310,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,16,******,30.12,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,320,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,******,30.12,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,310,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,12,******,30.13,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,12,******,30.11,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,14,******,30.11,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,12,******,30.11,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,14,******,30.1,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,14,******,30.09,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,190,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,16,******,30.08,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,16,******,30.07,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,14,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,16,******,30.06,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,16,******,30.05,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,14,******,30.04,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,14,******,30.03,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,190,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,14,******,30.02,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,25,14,******,30,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,180,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,25,14,******,30,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,25,14,******,29.98,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,220,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,25,14,******,29.96,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,200,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,25,12,******,29.95,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,12,******,29.94,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,27,12,******,29.93,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,25,14,******,29.92,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,23,14,******,29.91,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,23,12,******,29.89,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,23,14,******,29.88,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,90,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,46,23,******,29.64,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,100,11,18,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,50,23,******,29.61,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,40,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,54,25,******,29.6,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,130,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,59,19,******,29.59,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,9,19,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,14,******,29.57,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,11,21,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,9,******,29.57,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,16,22,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,3,******,29.55,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,15,30,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,3,******,29.55,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,26,38,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,0,******,29.55,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,13,25,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,0,******,29.56,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,19,30,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,61,1,******,29.55,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,31,40,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,61,3,******,29.57,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,24,36,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,59,1,******,29.56,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,***,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,59,0,******,*****,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,19,41,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,57,0,******,29.58,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,270,32,43,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,55,0,******,29.57,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,15,31,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,55,0,******,29.59,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,19,30,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,54,-4,******,29.59,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,***,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,54,-2,******,*****,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,15,33,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,54,-4,******,29.59,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,17,25,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,52,-2,******,29.6,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,10,28,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,52,-2,******,29.61,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,16,25,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,52,-4,******,29.61,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,13,22,118,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,52,-2,******,29.61,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,3,28,108,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,52,-2,******,29.62,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,10,19,108,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,50,1,******,29.63,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,10,***,108,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,50,3,******,29.65,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,11,22,108,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,50,5,******,29.65,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,230,15,21,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,46,9,******,29.67,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,16,23,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,45,10,******,29.69,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,17,24,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,41,10,******,29.71,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,16,25,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,41,10,******,29.72,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,21,31,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,37,10,******,29.74,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,***,***,722,***,*,*,*,****,**,**,**,**,**,**,**,**,*,37,9,******,*****,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,***,***,722,***,*,*,*,****,**,**,**,**,**,**,**,**,*,36,9,******,*****,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,19,28,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,34,9,******,29.79,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,22,32,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,34,7,******,29.8,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,24,34,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,34,5,******,29.8,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,33,43,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,5,******,29.79,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,32,39,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,5,******,29.8,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,30,38,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,5,******,29.81,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,31,36,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,5,******,29.83,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,26,38,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,3,******,29.84,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,25,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,3,******,29.84,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,19,30,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,3,******,29.86,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,13,23,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,3,******,29.86,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,13,19,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,5,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,10,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,5,******,29.86,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,9,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,5,******,29.86,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,15,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,7,******,29.86,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,250,10,17,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,7,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,7,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,240,9,16,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,5,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,330,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,9,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,9,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,28,7,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,310,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,1,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,0,******,29.87,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,260,10,16,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,-4,******,29.89,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,-4,******,29.89,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,330,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,-8,******,29.91,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,13,18,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,-8,******,29.93,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,280,14,18,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,-9,******,29.94,******,***,***,*****,*****,*****,*****,**
720533,99999,2.01202E+11,290,16,22,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,-13,******,29.95,******,***,***,*****,*****,*****,*****,**
